Wall time,Step,Value
1619631041.642219,0,0.4505000114440918
1619631203.905117,1,0.4593000113964081
1619631366.151525,2,0.5658000111579895
1619631529.237388,3,0.5913000106811523
1619631694.70798,4,0.5807999968528748
1619631860.330236,5,0.6642000079154968
1619632025.268796,6,0.6819000244140625
1619632189.096592,7,0.6808000206947327
1619632352.387845,8,0.7024999856948853
1619632518.053119,9,0.7003999948501587
1619632681.77238,10,0.7236999869346619
1619632846.008166,11,0.7225000262260437
1619633010.247569,12,0.7383999824523926
1619633173.972336,13,0.7422999739646912
1619633338.388163,14,0.7537999749183655
1619633501.394152,15,0.7631999850273132
1619633664.37465,16,0.7512000203132629
1619633827.090262,17,0.7538999915122986
1619633989.719573,18,0.7646999955177307
1619634152.060908,19,0.7616000175476074
1619634314.424928,20,0.7590000033378601
1619634476.840292,21,0.7360000014305115
1619634638.719842,22,0.7756999731063843
1619634799.701684,23,0.7702000141143799
1619634960.02204,24,0.7858999967575073
1619635122.771933,25,0.7767999768257141
1619635286.900382,26,0.7828999757766724
1619635449.667105,27,0.7854999899864197
1619635614.082152,28,0.7757999897003174
1619635777.016835,29,0.7878999710083008
1619635939.390858,30,0.7788000106811523
1619636101.188603,31,0.7738000154495239
1619636262.851248,32,0.7820000052452087
1619636423.840779,33,0.7943999767303467
1619636583.06127,34,0.7796000242233276
1619636742.277647,35,0.7799000144004822
1619636901.864538,36,0.7749000191688538
1619637061.412647,37,0.7871000170707703
1619637220.925789,38,0.7574999928474426
1619637380.276039,39,0.7796000242233276
1619637538.283336,40,0.7982000112533569
1619637695.965621,41,0.7911999821662903
1619637854.810543,42,0.786300003528595
1619638011.809843,43,0.7775999903678894
1619638169.155229,44,0.7849000096321106
1619638326.127366,45,0.7803999781608582
1619638483.176373,46,0.7825000286102295
1619638640.296622,47,0.7906000018119812
1619638797.512454,48,0.766700029373169
1619638954.598034,49,0.7918000221252441
1619639111.778678,50,0.7867000102996826
1619639268.539889,51,0.7851999998092651
1619639425.230611,52,0.7896000146865845
1619639581.941065,53,0.7904999852180481
1619639738.841275,54,0.79339998960495
1619639895.814955,55,0.7882000207901001
1619640054.229635,56,0.795799970626831
1619640211.089221,57,0.7910000085830688
1619640368.558243,58,0.7890999913215637
1619640525.773233,59,0.7885000109672546
1619640683.063865,60,0.7979000210762024
1619640840.619507,61,0.7706000208854675
1619640997.845492,62,0.7821999788284302
1619641155.091921,63,0.795199990272522
1619641311.724335,64,0.7900000214576721
1619641468.133961,65,0.801800012588501
1619641624.687029,66,0.7926999926567078
1619641781.317921,67,0.8012999892234802
