Wall time,Step,Value
1620616538.87677,0,0.24940000474452972
1620616557.871652,1,0.31779998540878296
1620616576.908703,2,0.35420000553131104
1620616595.957509,3,0.37720000743865967
1620616614.995211,4,0.391400009393692
1620616634.082271,5,0.39959999918937683
1620616653.17093,6,0.4108000099658966
1620616672.284004,7,0.4156000018119812
1620616691.361868,8,0.42500001192092896
1620616710.443905,9,0.44440001249313354
1620616729.553132,10,0.4490000009536743
1620616748.644899,11,0.4560000002384186
1620616767.832204,12,0.45739999413490295
1620616787.002287,13,0.4668000042438507
1620616806.129933,14,0.4699999988079071
1620616825.218917,15,0.4749999940395355
1620616844.283313,16,0.4912000000476837
1620616863.359564,17,0.4936000108718872
1620616882.453109,18,0.48660001158714294
1620616901.501673,19,0.4975999891757965
1620616920.585508,20,0.5117999911308289
1620616939.586656,21,0.5127999782562256
1620616958.692205,22,0.5070000290870667
1620616977.762871,23,0.5148000121116638
1620616996.816364,24,0.5148000121116638
1620617015.920294,25,0.517799973487854
1620617035.008154,26,0.5117999911308289
1620617054.114398,27,0.5180000066757202
1620617073.167873,28,0.5257999897003174
1620617092.293629,29,0.5266000032424927
1620617111.367252,30,0.5224000215530396
1620617130.450795,31,0.5411999821662903
1620617149.428336,32,0.534600019454956
1620617168.518228,33,0.5356000065803528
1620617187.608467,34,0.5379999876022339
1620617206.734628,35,0.5419999957084656
1620617225.83903,36,0.5397999882698059
1620617244.963573,37,0.5443999767303467
1620617264.03092,38,0.5473999977111816
1620617283.103931,39,0.5496000051498413
1620617302.199232,40,0.5491999983787537
1620617321.299879,41,0.546999990940094
1620617340.363663,42,0.5508000254631042
1620617359.413103,43,0.5562000274658203
1620617378.519105,44,0.5550000071525574
1620617397.764347,45,0.5613999962806702
1620617417.029121,46,0.5626000165939331
1620617436.145232,47,0.5605999827384949
1620617455.324764,48,0.5605999827384949
1620617474.495945,49,0.5644000172615051
1620617493.660743,50,0.5608000159263611
1620617512.806524,51,0.5722000002861023
1620617531.947167,52,0.5658000111579895
1620617550.957925,53,0.5645999908447266
1620617570.096383,54,0.5694000124931335
1620617589.281366,55,0.567799985408783
1620617608.411576,56,0.5658000111579895
1620617627.437586,57,0.5738000273704529
1620617646.390078,58,0.5712000131607056
1620617665.386576,59,0.5712000131607056
1620617684.390251,60,0.5807999968528748
1620617703.40846,61,0.5756000280380249
1620617722.518995,62,0.5781999826431274
1620617741.669912,63,0.5740000009536743
1620617760.736854,64,0.5831999778747559
1620617779.891237,65,0.5809999704360962
1620617798.946628,66,0.5817999839782715
1620617817.971077,67,0.578000009059906
1620617837.075771,68,0.5875999927520752
1620617856.124498,69,0.5861999988555908
1620617875.266937,70,0.5849999785423279
1620617894.35544,71,0.5857999920845032
1620617913.388778,72,0.5935999751091003
1620617932.382192,73,0.5932000279426575
1620617951.402445,74,0.5831999778747559
1620617970.526631,75,0.600600004196167
1620617989.653054,76,0.5997999906539917
1620618008.791199,77,0.5917999744415283
1620618027.956112,78,0.5938000082969666
1620618047.087153,79,0.5961999893188477
1620618066.222324,80,0.5914000272750854
1620618085.231141,81,0.5983999967575073
1620618104.27641,82,0.5956000089645386
1620618123.37299,83,0.6007999777793884
1620618142.375568,84,0.6039999723434448
1620618161.449096,85,0.6046000123023987
1620618180.554891,86,0.5992000102996826
1620618199.55114,87,0.6069999933242798
1620618218.617011,88,0.6010000109672546
1620618237.620281,89,0.602400004863739
1620618256.78103,90,0.6015999913215637
1620618275.900621,91,0.6050000190734863
1620618295.074595,92,0.6078000068664551
1620618314.224614,93,0.6105999946594238
1620618333.368294,94,0.6093999743461609
1620618352.522154,95,0.6122000217437744
1620618371.630855,96,0.6078000068664551
1620618390.746335,97,0.609000027179718
1620618409.809041,98,0.6118000149726868
1620618428.987726,99,0.6136000156402588
